id,item,barcode,code,rs,bdt
,,,,,
765,3-Piece Set,1104120059MON-60785,MON-60785,"1,850.00",4875.00
,,,,,
766,3-Piece Set,1104120059MON-60788,MON-60788,"2,100.00",5275.00
,,,,,
767,3-Piece Set,1104120059MON-60791,MON-60791,"2,035.00",5135.00
768,3-Piece Set,1104120059MON-60793,MON-60793,"2,900.00",5995.00
,,,,,
769,KURTY,1104190010MON-60797,MON-60797,"1,366.00",2550.00
,,,,,
770,KURTY,1104190010MON-60799,MON-60799,"1,366.00",2550.00
,,,,,
771,KURTY,1104190010MON-60801,MON-60801,"1,900.00",3450.00
,,,,,
772,KURTY,1007300010MON-4390,MON-4390,0,9075.00
,,,,,
773,KURTY,1103300010MON-60731,MON-60731,"5,894.00",10375.00
,,,,,
774,KURTY,1104060010MON-60747,MON-60747,"1,770.00",3875.00
,,,,,
775,KURTY,1103210010MON-60716,MON-60716,"1,806.00",3850.00
,,,,,
776,3-Piece Set,1103290059MON-60723,MON-60723,"8,108.00",19675.00
,,,,,
777,KURTY,1103290010MON-60724,MON-60724,"5,894.00",10375.00
,,,,,
778,KURTY,1103300010MON-60730,MON-60730,"5,894.00",10375.00
,,,,,
779,3-Piece Set,1011300059MON-60351,MON-60351,0,14675.00
,,,,,
780,KURTY,1102150010MON-60669,MON-60669,"3,581.00",4575.00
,,,,,
781,KURTY,1106230010MON-61043,MON-61043,"2,303.00",4480.00
,,,,,
782,KURTY,1106270010MON-61053,MON-61053,"1,900.00",3450.00
,,,,,
783,KURTY,1106280010MON-61054,MON-61054,"1,500.00",4480.00
,,,,,
784,KURTY,1107110010MON-61060,MON-61060,0,3475.00
,,,,,
785,KURTY,1107120010MON-61066,MON-61066,0,4750.00
,,,,,
786,3-Piece Set,1107120059MON-61068,MON-61068,0,16675.00
,,,,,
787,LADIS BAG,1107150014MON-61069,MON-61069,750,3975.00
,,,,,
788,LADIS BAG,1107150014MON-61070,MON-61070,750,3975.00
,,,,,
789,LADIS BAG,1107150014MON-61071,MON-61071,750,3975.00
,,,,,
790,LADIS BAG,1107150014MON-61072,MON-61072,750,3975.00
,,,,,
791,LADIS BAG,1107150014MON-61073,MON-61073,750,3975.00
,,,,,
792,LADIS BAG,1107150014MON-61074,MON-61074,750,3975.00
,,,,,
793,LADIS BAG,1107150014MON-61075,MON-61075,750,3975.00
,,,,,
794,LADIS BAG,1107150014MON-61076,MON-61076,750,3975.00
,,,,,
795,LADIS BAG,1107150014MON-61087,MON-61087,950,4975.00
,,,,,
796,LADIS BAG,1107150014MON-61090,MON-61090,"1,850.00",7375.00
,,,,,
797,LADIS BAG,1107150014MON-61091,MON-61091,"1,850.00",7375.00
,,,,,
798,LADIS BAG,1107150014MON-61092,MON-61092,"1,850.00",7375.00
,,,,,
799,LADIS BAG,1107150014MON-61097,MON-61097,"1,850.00",8275.00
,,,,,
800,LADIS BAG,1107150014MON-61099,MON-61099,"1,850.00",7975.00
,,,,,
801,LADIS BAG,1107150014MON-61100,MON-61100,"1,850.00",7975.00
,,,,,
802,LADIS BAG,1107150014MON-61101,MON-61101,"1,850.00",7975.00
,,,,,
803,LADIS BAG,1107150014MON-61102,MON-61102,"1,050.00",6775.00
,,,,,
804,LADIS BAG,1107150014MON-61103,MON-61103,"1,050.00",6775.00
,,,,,
805,LADIS BAG,1107150014MON-61104,MON-61104,"1,050.00",6775.00
,,,,,
806,LADIS BAG,1107150014MON-61105,MON-61105,"1,050.00",6775.00
,,,,,
807,LADIS BAG,1107150014MON-61107,MON-61107,"1,850.00",8375.00
,,,,,
808,LADIS BAG,1107150014MON-61108,MON-61108,"1,850.00",8375.00
,,,,,
809,LADIS BAG,1107150014MON-61110,MON-61110,"1,650.00",7975.00
,,,,,
810,LADIS BAG,1107150014MON-61111,MON-61111,"1,650.00",7975.00
,,,,,
811,LADIS BAG,1107150014MON-61112,MON-61112,"1,250.00",6375.00
,,,,,
812,LADIS BAG,1107150014MON-61113,MON-61113,"1,250.00",6375.00
,,,,,
813,LADIS BAG,1107150014MON-61115,MON-61115,950,5875.00
,,,,,
814,LADIS BAG,1107150014MON-61146,MON-61146,350,3375.00
,,,,,
815,LADIS BAG,1107150014MON-61156,MON-61156,250,2275.00
816,LADIS BAG,1102110014MON-60660,MON-60660,"3,450.00",11075.00
,,,,,
817,LADIS BAG,1102110014MON-60652,MON-60652,"3,450.00",11375.00
,,,,,
818,LADIS BAG,1102110014MON-60654,MON-60654,"2,850.00",11375.00
,,,,,
819,LADIS BAG,1102110014MON-60657,MON-60657,"3,500.00",11250.00
,,,,,
820,LADIS BAG,1102110014MON-60658,MON-60658,"3,450.00",11275.00
,,,,,
821,LAGINCE,1101290015MON-60556,MON-60556,200,675.00
,,,,,
822,LAGINCE,1101290015MON-60557,MON-60557,200,675.00
,,,,,
823,LAGINCE,1101290015MON-60559,MON-60559,200,675.00
,,,,,
824,LAGINCE,1101290015MON-60560,MON-60560,200,675.00
,,,,,
825,LAGINCE,1101290015MON-60562,MON-60562,200,675.00
,,,,,
826,LAGINCE,1101290015MON-60596,MON-60596,200,675.00
,,,,,
827,3-Piece Set,1102050059MON-60600,MON-60600,"4,500.00",21975.00
,,,,,
828,KURTY,1101190010MON-60473,MON-60473,"1,167.00",4875.00
,,,,,
829,KURTY,1101190010MON-60474,MON-60474,"1,167.00",4875.00
,,,,,
830,KURTY,1101190010MON-60475,MON-60475,"1,167.00",4875.00
,,,,,
831,KURTY,1101270010MON-60495,MON-60495,"2,183.00",5375.00
,,,,,
832,LAGINCE,1101290015MON-60497,MON-60497,200,675.00
,,,,,
833,LAGINCE,1101290015MON-60499,MON-60499,200,675.00
,,,,,
834,LAGINCE,1101290015MON-60501,MON-60501,200,675.00
,,,,,
835,LAGINCE,1101290015MON-60504,MON-60504,200,675.00
,,,,,
836,LAGINCE,1101290015MON-60505,MON-60505,200,675.00
,,,,,
837,LAGINCE,1101290015MON-60506,MON-60506,200,675.00
,,,,,
838,LAGINCE,1101290015MON-60508,MON-60508,200,675.00
,,,,,
839,LAGINCE,1101290015MON-60509,MON-60509,200,675.00
,,,,,
840,LAGINCE,1101290015MON-60510,MON-60510,200,675.00
,,,,,
841,LAGINCE,1101290015MON-60512,MON-60512,200,675.00
,,,,,
842,LAGINCE,1101290015MON-60514,MON-60514,200,675.00
,,,,,
843,LAGINCE,1101290015MON-60521,MON-60521,200,675.00
,,,,,
844,LAGINCE,1101290015MON-60532,MON-60532,200,675.00
,,,,,
845,LAGINCE,1101290015MON-60533,MON-60533,200,675.00
,,,,,
846,LAGINCE,1101290015MON-60534,MON-60534,200,675.00
,,,,,
847,LAGINCE,1101290015MON-60535,MON-60535,200,675.00
,,,,,
848,LAGINCE,1101290015MON-60536,MON-60536,200,675.00
,,,,,
849,LAGINCE,1101290015MON-60537,MON-60537,200,675.00
,,,,,
850,LAGINCE,1101290015MON-60538,MON-60538,200,675.00
,,,,,
851,LAGINCE,1101290015MON-60539,MON-60539,200,675.00
,,,,,
852,LAGINCE,1101290015MON-60540,MON-60540,200,675.00
,,,,,
853,LAGINCE,1101290015MON-60542,MON-60542,200,675.00
,,,,,
854,LAGINCE,1101290015MON-60543,MON-60543,200,675.00
,,,,,
855,LAGINCE,1101290015MON-60550,MON-60550,200,675.00
,,,,,
856,LAGINCE,1101290015MON-60551,MON-60551,200,675.00
,,,,,
857,LAGINCE,1101290015MON-60552,MON-60552,200,675.00
,,,,,
858,LAGINCE,1101290015MON-60553,MON-60553,200,675.00
,,,,,
859,LAGINCE,1101290015MON-60554,MON-60554,200,675.00
,,,,,
860,LAGINCE,1101290015MON-60555,MON-60555,200,675.00
,,,,,
861,KURTY,1110270010MON-61484,MON-61484,"4,230.00",17975.00
,,,,,
862,LADIS BAG,1110270014MON-61129,MON-61129,150,1995.00
,,,,,
863,3-Piece Set,1111160059MON-60881,MON-60881,0,12355.00
864,3-Piece Set,1111170059MON-61315,MON-61315,0,9375.00
,,,,,
865,LAGINCE,1111290015MON-70056,MON-70056,0,675.00
,,,,,
866,LAGINCE,1111290015MON-70096,MON-70096,0,675.00
,,,,,
867,LAGINCE,1111290015MON-70099,MON-70099,0,675.00
,,,,,
868,LAGINCE,1111290015MON-70106,MON-70106,0,675.00
,,,,,
869,LAGINCE,1111290015MON-70118,MON-70118,0,675.00
,,,,,
870,3-Piece Set,1110250059MON-61477,MON-61477,0,5300.00
,,,,,
871,TOPS,1110280064MON-61351,MON-61351,0,3975.00
,,,,,
872,3-Piece Set,1110280059MON-61468,MON-61468,"2,500.00",9875.00
,,,,,
873,KURTY,1111170010MON-70029,MON-70029,0,4375.00
,,,,,
874,KURTY,1111190010MON-70040,MON-70040,"1,900.00",6375.00
,,,,,
875,LAGINCE,1111290015MON-70063,MON-70063,0,675.00
,,,,,
876,LAGINCE,1111290015MON-70071,MON-70071,0,675.00
,,,,,
877,LAGINCE,1111290015MON-70107,MON-70107,0,675.00
,,,,,
878,LAGINCE,1111290015MON-70111,MON-70111,0,675.00
,,,,,
879,LAGINCE,1111290015MON-70112,MON-70112,0,675.00
,,,,,
880,JEWLERY,1008240070MON-60110,MON-60110,0,5875.00
,,,,,
881,LADIS BAG,1110270014MON-61079,MON-61079,850,4875.00
,,,,,
882,LAGINCE,1111290015MON-70064,MON-70064,0,675.00
,,,,,
883,LAGINCE,1111290015MON-70070,MON-70070,0,675.00
,,,,,
884,LAGINCE,1111290015MON-70127,MON-70127,0,675.00
,,,,,
885,LAGINCE,1111290015MON-70145,MON-70145,0,675.00
,,,,,
886,KURTY,1110280010MON-61469,MON-61469,0,7875.00
,,,,,
887,KURTY,1110280010MON-61470,MON-61470,0,7875.00
,,,,,
888,LAGINCE,1111290015MON-70090,MON-70090,0,675.00
,,,,,
889,LAGINCE,1111290015MON-70100,MON-70100,0,675.00
,,,,,
890,LAGINCE,1111290015MON-70101,MON-70101,0,675.00
,,,,,
891,LAGINCE,1111290015MON-70125,MON-70125,0,675.00
,,,,,
892,LAGINCE,1111290015MON-70139,MON-70139,0,675.00
,,,,,
893,PANT,1111170026MON-70028,MON-70028,0,1780.00
,,,,,
894,LAGINCE,1111290015MON-70055,MON-70055,0,675.00
,,,,,
895,LAGINCE,1111290015MON-70088,MON-70088,0,675.00
,,,,,
896,LAGINCE,1111290015MON-70091,MON-70091,0,675.00
,,,,,
897,LAGINCE,1111290015MON-70113,MON-70113,0,675.00
,,,,,
898,BLAWOS,1110310016MON-70005,MON-70005,"1,500.00",6200.00
,,,,,
899,KURTY,1111040010MON-70014,MON-70014,"1,920.00",5600.00
,,,,,
900,3-Piece Set,1111040059MON-70016,MON-70016,"5,358.00",18975.00
,,,,,
901,3-Piece Set,1111160059MON-60875,MON-60875,0,7975.00
,,,,,
902,PANT,1111170026MON-70026,MON-70026,0,1780.00
,,,,,
903,JEWLERY,1107150070MON-61174,MON-61174,0,13975.00
,,,,,
904,3-Piece Set,1110250059MON-61478,MON-61478,0,9975.00
,,,,,
905,LADIS BAG,1110270014MON-61094,MON-61094,"1,850.00",7375.00
,,,,,
906,JEWLERY,1008240070MON-60101,MON-60101,0,13195.00
,,,,,
907,JEWLERY,1102120070MON-42526,MON-42526,0,18600.00
,,,,,
908,JEWLERY,1008240070MON-60111,MON-60111,0,4075.00
,,,,,
909,JEWLERY,1102100070MON-410582,MON-410582,0,6950.00
,,,,,
910,JEWLERY,1008240070MON-60108,MON-60108,0,4085.00
,,,,,
911,JEWLERY,1102100070MON-30720,MON-30720,0,9475.00
912,3-Piece Set,1110120059MON-61429,MON-61429,0,5750.00
,,,,,
913,3-Piece Set,1110280059MON-61408,MON-61408,"7,186.00",14975.00
,,,,,
914,BLAWOS,1110310016MON-70006,MON-70006,"1,200.00",5800.00
,,,,,
915,JEWLERY,1102100070MON-42953,MON-42953,0,4750.00
,,,,,
916,JEWLERY,1102120070MON-41590,MON-41590,0,16890.00
,,,,,
917,JEWLERY,1102120070MON-43414,MON-43414,0,19140.00
,,,,,
918,LADIS BAG,1110270014MON-61136,MON-61136,150,1995.00
,,,,,
919,JEWLERY,1107150070MON-61176,MON-61176,0,11475.00
,,,,,
920,JEWLERY,1102120070MON-41589,MON-41589,0,16200.00
,,,,,
921,LADIS BAG,1110270014MON-61161,MON-61161,450,2995.00
,,,,,
922,LADIS BAG,1110270014MON-61160,MON-61160,450,2995.00
,,,,,
923,LADIS BAG,1110270014MON-61083,MON-61083,950,4375.00
,,,,,
924,JEWLERY,1102100070MON-42957,MON-42957,0,6000.00
,,,,,
925,JEWLERY,1102120070MON-36012,MON-36012,0,16200.00
,,,,,
926,3-Piece Set,1110120059MON-61432,MON-61432,0,5375.00
,,,,,
927,JEWLERY,1008240070MON-60112,MON-60112,0,5775.00
,,,,,
928,JEWLERY,1008240070MON-60117,MON-60117,0,3495.00
,,,,,
929,LADIS BAG,1110270014MON-61096,MON-61096,"1,450.00",7875.00
,,,,,
930,3-Piece Set,1110270059MON-61486,MON-61486,0,8675.00
,,,,,
931,LADIS BAG,1110270014MON-61166,MON-61166,750,3975.00
,,,,,
932,LADIS BAG,1110270014MON-61106,MON-61106,"1,850.00",6975.00
,,,,,
933,JEWLERY,1102120070MON-294831,MON-294831,0,4895.00
,,,,,
934,LADIS BAG,1110270014MON-61135,MON-61135,150,1995.00
,,,,,
935,BLAWOS,1010280016MON-60272,MON-60272,0,5575.00
,,,,,
936,BLAWOS,1010280016MON-60268,MON-60268,0,4200.00
,,,,,
937,BLAWOS,1010280016MON-60269,MON-60269,0,1250.00
,,,,,
938,3-Piece Set,1108220059MON-61614,MON-61614,0,14875.00
,,,,,
939,BLAWOS,1010280016MON-60290,MON-60290,0,1800.00
,,,,,
940,BLAWOS,1010280016MON-60287,MON-60287,0,3200.00
,,,,,
941,BLAWOS,1010280016MON-60285,MON-60285,0,1450.00
,,,,,
942,BLAWOS,1010280016MON-60286,MON-60286,0,4660.00
,,,,,
943,BLAWOS,1010280016MON-60284,MON-60284,0,1200.00
,,,,,
944,BLAWOS,1010280016MON-60282,MON-60282,0,1200.00
,,,,,
945,BLAWOS,1010280016MON-60277,MON-60277,0,6200.00
,,,,,
946,BLAWOS,1010280016MON-60278,MON-60278,0,1900.00
,,,,,
947,BLAWOS,1010280016MON-60279,MON-60279,0,5560.00
,,,,,
948,TOPS,1006020064MON-1434,MON-1434,0,525.00
,,,,,
949,TOPS,1006020064MON-1433,MON-1433,0,525.00
,,,,,
950,TOPS,1006120064MON-1550,MON-1550,0,1375.00
,,,,,
951,KURTY,1102150010MON-60667,MON-60667,0,6775.00
,,,,,
952,TOPS,1006040064MON-1539,MON-1539,0,1375.00
,,,,,
953,KURTY,1006210010MON-1560,MON-1560,0,6475.00
,,,,,
954,3-Piece Set,1105300059MON-61010,MON-61010,0,8375.00
,,,,,
955,TOPS,1001070064MON-975,MON-975,0,3400.00
,,,,,
956,TOPS,1010110064MON-60178,MON-60178,0,875.00
,,,,,
957,TOPS,1010110064MON-60185,MON-60185,0,875.00
,,,,,
958,TOPS,1010110064MON-60179,MON-60179,0,875.00
,,,,,
959,KURTY,1010160010MON-60198,MON-60198,0,9975.00
960,TOPS,1010160064MON-60213,MON-60213,0,1475.00
,,,,,
961,TOPS,0911220064MON-851,MON-851,0,2800.00
,,,,,
962,T-SHIRT,1005110019MON-1416,MON-1416,0,1980.00
,,,,,
963,JEWLERY,1102100070MON-22629,MON-22629,0,3500.00
,,,,,
964,JEWLERY,1107150070MON-61177,MON-61177,0,12675.00
,,,,,
965,KURTY,1110270010MON-61485,MON-61485,400,1650.00
,,,,,
966,3-Piece Set,0910210059MON-500,MON-500,0,4000.00
,,,,,
967,JEWLERY,1107150070MON-61175,MON-61175,0,13975.00
,,,,,
968,LADIS BAG,1110270014MON-61130,MON-61130,150,1995.00
,,,,,
969,LADIS BAG,1110270014MON-61158,MON-61158,650,5375.00
,,,,,
970,LADIS BAG,1110270014MON-61152,MON-61152,250,2275.00
,,,,,
971,JEWLERY,1008240070MON-60102,MON-60102,0,4295.00
,,,,,
972,JEWLERY,1107150070MON-61172,MON-61172,0,12975.00
,,,,,
973,LADIS BAG,1110270014MON-61125,MON-61125,150,1995.00
,,,,,
974,JEWLERY,1102120070MON-43599,MON-43599,0,16890.00
,,,,,
975,JEWLERY,1107150070MON-61178,MON-61178,0,11475.00
,,,,,
976,3-Piece Set,1110250059MON-61476,MON-61476,0,7500.00
,,,,,
977,3-Piece Set,0911250059MON-867,MON-867,0,6950.00
,,,,,
978,3-Piece Set,0911260059MON-879,MON-879,0,5950.00
,,,,,
979,KURTY,1108020010MON-61203,MON-61203,0,5975.00
,,,,,
980,3-Piece Set,1108020059MON-61207,MON-61207,0,16995.00
,,,,,
981,KURTY,1008140010MON-60046,MON-60046,0,4375.00
,,,,,
982,BLAWOS,1008210016MON-60088,MON-60088,0,5050.00
,,,,,
983,3-Piece Set,1108060059MON-61228,MON-61228,0,8785.00
,,,,,
984,3-Piece Set,1108060059MON-61231,MON-61231,0,7985.00
,,,,,
985,KURTY,1108090010MON-61238,MON-61238,"6,600.00",10950.00
,,,,,
986,KURTY,1108090010MON-61239,MON-61239,0,7995.00
,,,,,
987,3-Piece Set,1106030059MON-61026,MON-61026,950,5875.00
,,,,,
988,KURTY,1106020010MON-61021,MON-61021,"1,929.00",4875.00
,,,,,
989,3-Piece Set,1106030059MON-61023,MON-61023,950,6375.00
,,,,,
990,3-Piece Set,1106030059MON-61024,MON-61024,950,6875.00
,,,,,
991,KURTY,1106170010MON-61039,MON-61039,"1,366.00",2550.00
,,,,,
992,3-Piece Set,1008270059MON-60127,MON-60127,0,8750.00
,,,,,
993,3-Piece Set,1009030059MON-60160,MON-60160,0,22375.00
,,,,,
994,KURTY,1110010010MON-61396,MON-61396,"3,000.00",6375.00
,,,,,
995,KURTY,1110110010MON-61406,MON-61406,"3,000.00",6375.00
,,,,,
996,3-Piece Set,1110120059MON-61410,MON-61410,0,5675.00
,,,,,
997,3-Piece Set,1110120059MON-61411,MON-61411,0,4990.00
,,,,,
998,3-Piece Set,1110120059MON-61412,MON-61412,0,6875.00
,,,,,
999,3-Piece Set,1110120059MON-61413,MON-61413,0,6875.00
,,,,,
1000,3-Piece Set,1110120059MON-61414,MON-61414,0,6875.00
,,,,,
1001,TOPS,1109150064MON-613302,MON-613302,575,2375.00
,,,,,
1002,TOPS,1109150064MON-613309,MON-613309,575,3875.00
,,,,,
1003,TOPS,1109150064MON-613312,MON-613312,"1,000.00",5375.00
,,,,,
1004,TOPS,1109150064MON-613318,MON-613318,875,4375.00
,,,,,
1005,TOPS,1109150064MON-613322,MON-613322,625,2775.00
,,,,,
1006,3-Piece Set,1110120059MON-61417,MON-61417,0,3075.00
,,,,,
1007,3-Piece Set,1110120059MON-61418,MON-61418,0,6875.00
1008,3-Piece Set,1110120059MON-61419,MON-61419,0,3075.00
,,,,,
1009,3-Piece Set,1110120059MON-61420,MON-61420,0,7750.00
,,,,,
1010,3-Piece Set,1110120059MON-61421,MON-61421,0,9890.00
,,,,,
1011,3-Piece Set,1110120059MON-61422,MON-61422,0,9890.00
,,,,,
1012,3-Piece Set,1110120059MON-61424,MON-61424,0,3575.00
,,,,,
1013,3-Piece Set,1110120059MON-61425,MON-61425,0,9750.00
,,,,,
1014,3-Piece Set,1110120059MON-61427,MON-61427,0,6675.00
,,,,,
1015,3-Piece Set,1110120059MON-61428,MON-61428,0,6875.00
,,,,,
1016,3-Piece Set,1110120059MON-61430,MON-61430,0,5375.00
,,,,,
1017,3-Piece Set,1110120059MON-61431,MON-61431,0,3995.00
,,,,,
1018,3-Piece Set,1110120059MON-61433,MON-61433,0,3990.00
,,,,,
1019,3-Piece Set,1110120059MON-61434,MON-61434,0,3990.00
,,,,,
1020,3-Piece Set,1110120059MON-61435,MON-61435,0,3875.00
,,,,,
1021,3-Piece Set,1110120059MON-61436,MON-61436,0,9890.00
,,,,,
1022,KURTY,1011120010MON-60339,MON-60339,0,6375.00
,,,,,
1023,3-Piece Set,1110130059MON-61462,MON-61462,0,6275.00
,,,,,
1024,3-Piece Set,1110120059MON-61440,MON-61440,0,3990.00
,,,,,
1025,3-Piece Set,1110120059MON-61441,MON-61441,0,6675.00
,,,,,
1026,3-Piece Set,1110120059MON-61442,MON-61442,0,17975.00
,,,,,
1027,KURTY,1110130010MON-61445,MON-61445,0,6995.00
,,,,,
1028,TOPS,1010110064MON-60181,MON-60181,0,875.00
,,,,,
1029,KURTY,1010160010MON-60199,MON-60199,0,9975.00
,,,,,
1030,KURTY,1010160010MON-60200,MON-60200,0,9975.00
,,,,,
1031,3-Piece Set,1010160059MON-60202,MON-60202,0,18975.00
,,,,,
1032,TOPS,1010110064MON-60184,MON-60184,0,875.00
,,,,,
1033,TOPS,1010110064MON-60187,MON-60187,0,875.00
,,,,,
1034,KURTY,1010110010MON-60189,MON-60189,0,8075.00
,,,,,
1035,TOPS,1010160064MON-60211,MON-60211,0,1475.00
,,,,,
1036,LAGINCE,1108170015MON-61263,MON-61263,0,675.00
,,,,,
1037,LAGINCE,1108170015MON-61265,MON-61265,0,675.00
,,,,,
1038,LAGINCE,1108170015MON-61266,MON-61266,0,675.00
,,,,,
1039,LAGINCE,1108170015MON-61269,MON-61269,0,675.00
,,,,,
1040,LAGINCE,1108170015MON-61272,MON-61272,0,675.00
,,,,,
1041,LAGINCE,1108170015MON-61273,MON-61273,0,675.00
,,,,,
1042,LAGINCE,1108170015MON-61275,MON-61275,0,675.00
,,,,,
1043,LAGINCE,1108170015MON-61276,MON-61276,0,675.00
,,,,,
1044,LAGINCE,1108170015MON-61287,MON-61287,0,675.00
,,,,,
1045,LAGINCE,1108170015MON-61289,MON-61289,0,675.00
,,,,,
1046,LAGINCE,1108170015MON-61292,MON-61292,0,675.00
,,,,,
1047,LAGINCE,1108170015MON-61296,MON-61296,0,675.00
,,,,,
1048,KURTY,1108220010mon-61313,mon-61313,"1,912.00",6975.00
,,,,,
1049,3-Piece Set,1108260059MON-61322,MON-61322,"4,000.00",12875.00
,,,,,
1050,3-Piece Set,1108280059mon-61324,mon-61324,0,14975.00
,,,,,
1051,JEWLERY,1012270070MON-60400,MON-60400,"14,000.00",29175.00
,,,,,
1052,TOPS,1012290064MON-60404,MON-60404,0,1475.00
,,,,,
1053,JEWLERY,1012270070MON-60398,MON-60398,"14,000.00",29175.00
,,,,,
1054,KURTY,1011150010MON-60340,MON-60340,0,6375.00
,,,,,
1055,KURTY,1012030010MON-60353,MON-60353,"1,073.00",4375.00
1056,TOPS,1012210064MON-60371,MON-60371,0,1675.00
,,,,,
1057,TOPS,1012210064MON-60372,MON-60372,0,1675.00
,,,,,
1058,TOPS,1012210064MON-60373,MON-60373,0,1675.00
,,,,,
1059,JUTI,1012250069MON-60388,MON-60388,0,2575.00
,,,,,
1060,KURTY,1104300010MON-60838,MON-60838,"4,175.00",7375.00
,,,,,
1061,LADIS BAG,1105030014MON-60849,MON-60849,0,800.00
,,,,,
1062,KURTY,1105040010MON-60852,MON-60852,"3,090.00",6375.00
,,,,,
1063,3-Piece Set,0911070059MON-696,MON-696,0,6675.00
,,,,,
1064,KURTY,1105120010MON-60856,MON-60856,"1,875.00",2975.00
,,,,,
1065,TOPS,1105170064MON-60886,MON-60886,"1,650.00",3975.00
,,,,,
1066,3-Piece Set,0910200059MON-145,MON-145,0,12500.00
,,,,,
1067,3-Piece Set,1105230059mon-60896,mon-60896,"11,370.00",19995.00
,,,,,
1068,LAGINCE,1105300015MON-60920,MON-60920,200,675.00
,,,,,
1069,LAGINCE,1105300015MON-60921,MON-60921,200,675.00
,,,,,
1070,LAGINCE,1105300015MON-60932,MON-60932,200,675.00
,,,,,
1071,3-Piece Set,0911250059MON-860,MON-860,0,8000.00
,,,,,
1072,LAGINCE,1105300015MON-60935,MON-60935,200,675.00
,,,,,
1073,LAGINCE,1105300015MON-60936,MON-60936,200,675.00
,,,,,
1074,LAGINCE,1105300015MON-60937,MON-60937,200,675.00
,,,,,
1075,LAGINCE,1105300015MON-60938,MON-60938,200,675.00
,,,,,
1076,LAGINCE,1105300015MON-60939,MON-60939,200,675.00
,,,,,
1077,LAGINCE,1105300015MON-60941,MON-60941,200,675.00
,,,,,
1078,LAGINCE,1105300015MON-60943,MON-60943,200,675.00
,,,,,
1079,LAGINCE,1105300015MON-60945,MON-60945,200,675.00
,,,,,
1080,LAGINCE,1105300015MON-60986,MON-60986,200,675.00
,,,,,
1081,LAGINCE,1105300015MON-60980,MON-60980,200,675.00
,,,,,
1082,LAGINCE,1105300015MON-60981,MON-60981,200,675.00
,,,,,
1083,LAGINCE,1105300015MON-60982,MON-60982,200,675.00
,,,,,
1084,LAGINCE,1105300015MON-60984,MON-60984,200,675.00
,,,,,
1085,LAGINCE,1105300015MON-60978,MON-60978,200,675.00
,,,,,
1086,LAGINCE,1105300015MON-60976,MON-60976,200,675.00
,,,,,
1087,LAGINCE,1105300015MON-60977,MON-60977,200,675.00
,,,,,
1088,LAGINCE,1105300015MON-60969,MON-60969,200,675.00
,,,,,
1089,LAGINCE,1105300015MON-60970,MON-60970,200,675.00
,,,,,
1090,LAGINCE,1105300015MON-60973,MON-60973,200,675.00
,,,,,
1091,LAGINCE,1105300015MON-60974,MON-60974,200,675.00
,,,,,
1092,LAGINCE,1105300015MON-60946,MON-60946,200,675.00
,,,,,
1093,LAGINCE,1105300015MON-60947,MON-60947,200,675.00
,,,,,
1094,LAGINCE,1105300015MON-60948,MON-60948,200,675.00
,,,,,
1095,LAGINCE,1105300015MON-60949,MON-60949,200,675.00
,,,,,
1096,LAGINCE,1105300015MON-60950,MON-60950,200,675.00
,,,,,
1097,LAGINCE,1105300015MON-60953,MON-60953,200,675.00
,,,,,
1098,LAGINCE,1105300015MON-60954,MON-60954,200,675.00
,,,,,
1099,LAGINCE,1105300015MON-60955,MON-60955,200,675.00
,,,,,
1100,LAGINCE,1105300015MON-60958,MON-60958,200,675.00
,,,,,
1101,LAGINCE,1105300015MON-60959,MON-60959,200,675.00
,,,,,
1102,LAGINCE,1105300015MON-60962,MON-60962,200,675.00
,,,,,
1103,LAGINCE,1105300015MON-60964,MON-60964,200,675.00
1104,LAGINCE,1105300015MON-60965,MON-60965,200,675.00
,,,,,
1105,LAGINCE,1105300015MON-60966,MON-60966,200,675.00
,,,,,
1106,LAGINCE,1105300015MON-60967,MON-60967,200,675.00
,,,,,
1107,LAGINCE,1105300015MON-60968,MON-60968,200,675.00
,,,,,
1108,3-Piece Set,0910200059MON-152,MON-152,0,9500.00
,,,,,
1109,3-Piece Set,0910200059MON-556,MON-556,0,8550.00
,,,,,
1110,3-Piece Set,0910160059MON-181,MON-181,0,1200.00
,,,,,
1111,LAGINCE,1105300015MON-61000,MON-61000,200,675.00
,,,,,
1112,3-Piece Set,0910190059MON-47,MON-47,0,9950.00
,,,,,
1113,LAGINCE,1105300015MON-61006,MON-61006,200,675.00
,,,,,
1114,3-Piece Set,0910160059MON-208,MON-208,0,1200.00
,,,,,
1115,3-Piece Set,0910190059MON-364,MON-364,0,5300.00
,,,,,
1116,3-Piece Set,0912140059MON-892,MON-892,0,4200.00
,,,,,
1117,3-Piece Set,0910160059MON-227,MON-227,0,4000.00
,,,,,
1118,3-Piece Set,0910200059MON-39,MON-39,0,9950.00
,,,,,
1119,3-Piece Set,0911070059MON-715,MON-715,0,9950.00
,,,,,
1120,3-Piece Set,1006030059MON-1536,MON-1536,0,8675.00
,,,,,
1121,3-Piece Set,0910310059MON-663,MON-663,0,7875.00
,,,,,
1122,3-Piece Set,1010290059MON-60294,MON-60294,0,14675.00
,,,,,
1123,3-Piece Set,1007240059MUB-00027,MUB-00027,0,2890.00
,,,,,
1124,3-Piece Set,1007240059MUB-00012,MUB-00012,0,8490.00
,,,,,
1125,3-Piece Set,1007270059MUB-00034,MUB-00034,0,4465.00
,,,,,
