id,item,barcode,code,rs,bdt
,,,,,
1552,T-SHIRT,1003190019MON-1136,MON-1136,0,275.00
,,,,,
1553,T-SHIRT,1003190019MON-1138,MON-1138,0,275.00
,,,,,
1554,T-SHIRT,1003190019MON-1142,MON-1142,0,275.00
,,,,,
1555,T-SHIRT,1003190019MON-1143,MON-1143,0,275.00
,,,,,
1556,T-SHIRT,1003200019MON-1199,MON-1199,0,275.00
,,,,,
1557,T-SHIRT,1003200019MON-1200,MON-1200,0,275.00
,,,,,
1558,T-SHIRT,1003200019MON-1187,MON-1187,0,375.00
,,,,,
1559,T-SHIRT,1003200019MON-1188,MON-1188,0,375.00
,,,,,
1560,T-SHIRT,1003200019MON-1197,MON-1197,0,375.00
,,,,,
1561,T-SHIRT,1003200019MON-1198,MON-1198,0,375.00
,,,,,
1562,T-SHIRT,0911220019MON-765,MON-765,0,2950.00
,,,,,
1563,T-SHIRT,0911220019MON-767,MON-767,0,1875.00
,,,,,
1564,T-SHIRT,0911220019MON-763,MON-763,0,1875.00
,,,,,
1565,3-Piece Set,0910200059TAL-21,TAL-21,0,16250.00
,,,,,
1566,3-Piece Set,0910200059TAL-1,TAL-1,0,15950.00
,,,,,
1567,3-Piece Set,0910200059TAL-11,TAL-11,0,16500.00
,,,,,
1568,3-Piece Set,0910200059TAL-19,TAL-19,0,16795.00
,,,,,
1569,3-Piece Set,0910200059TAL-9,TAL-9,0,16575.00
,,,,,
1570,3-Piece Set,0910200059TAL-5,TAL-5,0,12675.00
,,,,,
1571,LADIS BAG,1105310014TEG-085,TEG-085,795,4375.00
,,,,,
1572,LADIS BAG,1105310014TEG-083,TEG-083,795,4375.00
,,,,,
1573,LADIS BAG,1105310014TEG-084,TEG-084,795,4375.00
,,,,,
1574,LADIS BAG,1105310014TEG-064,TEG-064,450,2995.00
,,,,,
1575,LADIS BAG,1105310014TEG-065,TEG-065,450,2995.00
,,,,,
1576,LADIS BAG,1105310014TEG-066,TEG-066,450,2995.00
,,,,,
1577,LADIS BAG,1105310014TEG-071,TEG-071,400,2875.00
,,,,,
1578,LADIS BAG,1105310014TEG-075,TEG-075,375,3575.00
,,,,,
1579,LADIS BAG,1105310014TEG-082,TEG-082,795,4375.00
,,,,,
1580,LADIS BAG,1105310014TEG-088,TEG-088,395,3375.00
,,,,,
1581,LADIS BAG,1105310014TEG-089,TEG-089,395,3375.00
,,,,,
1582,LADIS BAG,1105310014TEG-090,TEG-090,395,3375.00
,,,,,
1583,LADIS BAG,1105310014TEG-092,TEG-092,395,2995.00
1584,LADIS BAG,1105310014TEG-093,TEG-093,395,2995.00
,,,,,
1585,LADIS BAG,1105310014TEG-094,TEG-094,395,2995.00
,,,,,
1586,LADIS BAG,1105310014TEG-095,TEG-095,395,2995.00
,,,,,
1587,LADIS BAG,1105310014TEG-097,TEG-097,395,2995.00
,,,,,
1588,LADIS BAG,1105310014TEG-099,TEG-099,750,4375.00
,,,,,
1589,LADIS BAG,1105310014TEG-105,TEG-105,520,3375.00
,,,,,
1590,LADIS BAG,1105310014TEG-106,TEG-106,"1,100.00",4995.00
,,,,,
1591,LADIS BAG,1105310014TEG-108,TEG-108,"1,675.00",5875.00
,,,,,
1592,LADIS BAG,1105310014TEG-109,TEG-109,"1,675.00",5875.00
,,,,,
1593,LADIS BAG,1105310014TEG-111,TEG-111,"1,675.00",5875.00
,,,,,
1594,LADIS BAG,1105310014TEG-112,TEG-112,850,4975.00
,,,,,
1595,LADIS BAG,1105310014TEG-113,TEG-113,850,4975.00
,,,,,
1596,LADIS BAG,1105310014TEG-115,TEG-115,395,3575.00
,,,,,
1597,LADIS BAG,1105310014TEG-116,TEG-116,395,3575.00
,,,,,
1598,LADIS BAG,1105310014TEG-117,TEG-117,395,3575.00
,,,,,
1599,LADIS BAG,1105310014TEG-118,TEG-118,475,2995.00
,,,,,
1600,LADIS BAG,1105310014TEG-120,TEG-120,475,2995.00
,,,,,
1601,LADIS BAG,1105310014TEG-121,TEG-121,475,2995.00
,,,,,
1602,LADIS BAG,1105310014TEG-122,TEG-122,475,2995.00
,,,,,
1603,LADIS BAG,1105310014TEG-127,TEG-127,850,4375.00
,,,,,
1604,LADIS BAG,1105310014TEG-131,TEG-131,800,4575.00
,,,,,
1605,LADIS BAG,1105310014TEG-138,TEG-138,850,4975.00
,,,,,
1606,LADIS BAG,1105310014TEG-140,TEG-140,475,2995.00
,,,,,
1607,LADIS BAG,1105310014TEG-141,TEG-141,475,2995.00
,,,,,
1608,LADIS BAG,1105310014TEG-142,TEG-142,475,2995.00
,,,,,
1609,LADIS BAG,1105310014TEG-143,TEG-143,475,2995.00
,,,,,
1610,LADIS BAG,1105310014TEG-144,TEG-144,475,2995.00
,,,,,
1611,LADIS BAG,1105310014TEG-146,TEG-146,475,2995.00
,,,,,
1612,LADIS BAG,1105310014TEG-147,TEG-147,475,2995.00
,,,,,
1613,LADIS BAG,1105310014TEG-150,TEG-150,475,2995.00
,,,,,
1614,LADIS BAG,1105310014TEG-151,TEG-151,475,2995.00
,,,,,
1615,LADIS BAG,1105310014TEG-152,TEG-152,375,2995.00
,,,,,
1616,LADIS BAG,1105310014TEG-153,TEG-153,375,2995.00
,,,,,
1617,LADIS BAG,1105310014TEG-154,TEG-154,375,2995.00
,,,,,
1618,LADIS BAG,1105310014TEG-156,TEG-156,375,2995.00
,,,,,
1619,LADIS BAG,1105310014TEG-168,TEG-168,625,3595.00
,,,,,
1620,LADIS BAG,1105310014TEG-169,TEG-169,625,3595.00
,,,,,
1621,LADIS BAG,1105310014TEG-176,TEG-176,390,3375.00
,,,,,
1622,LADIS BAG,1008190014TEG-023,TEG-023,550,1950.00
,,,,,
1623,LADIS BAG,1008270014TEG-043,TEG-043,390,1470.00
,,,,,
1624,LADIS BAG,1105310014TEG-197,TEG-197,800,4375.00
,,,,,
1625,LADIS BAG,1105310014TEG-198,TEG-198,800,4375.00
,,,,,
1626,LADIS BAG,1105310014TEG-199,TEG-199,800,4375.00
,,,,,
1627,LADIS BAG,1105310014TEG-202,TEG-202,800,4375.00
,,,,,
1628,LADIS BAG,1105310014TEG-177,TEG-177,390,3375.00
,,,,,
1629,LADIS BAG,1105310014TEG-178,TEG-178,425,3275.00
,,,,,
1630,LADIS BAG,1105310014TEG-179,TEG-179,425,3275.00
,,,,,
1631,LADIS BAG,1105310014TEG-181,TEG-181,425,3275.00
1632,LADIS BAG,1105310014TEG-183,TEG-183,450,4375.00
,,,,,
1633,LADIS BAG,1105310014TEG-190,TEG-190,750,4375.00
,,,,,
1634,LADIS BAG,1105310014TEG-193,TEG-193,800,4375.00
,,,,,
1635,LADIS BAG,1105310014TEG-194,TEG-194,800,4375.00
,,,,,
1636,LADIS BAG,1004260014TEG-012,TEG-012,0,9675.00
,,,,,
1637,LADIS BAG,1004270014TEG-018,TEG-018,0,9675.00
,,,,,
1638,LADIS BAG,1004260014TEG-006,TEG-006,0,9675.00
,,,,,
1639,3-Piece Set,1111170059TEP-1711,TEP-1711,0,9585.00
,,,,,
1640,3-Piece Set,1111170059TEP-172,TEP-172,0,9585.00
,,,,,
1641,KURTY,1108130010TEP-84,TEP-84,0,8775.00
,,,,,
1642,KURTY,1107260010TEP-32,TEP-32,995,4275.00
,,,,,
1643,KURTY,1107260010TEP-36,TEP-36,995,4295.00
,,,,,
1644,3-Piece Set,1112210059TEP-2611112,TEP-2611112,"1,795.00",8975.00
,,,,,
1645,3-Piece Set,1112210059TEP-261137,TEP-261137,"3,295.00",11975.00
,,,,,
1646,3-Piece Set,1112210059TEP-261147,TEP-261147,"3,195.00",13975.00
,,,,,
1647,3-Piece Set,1112210059TEP-261168,TEP-261168,"2,495.00",10975.00
,,,,,
1648,3-Piece Set,1112210059TEP-261145,TEP-261145,"3,195.00",13975.00
,,,,,
1649,3-Piece Set,1112210059TEP-261153,TEP-261153,"2,795.00",9875.00
,,,,,
1650,3-Piece Set,1112210059TEP-261149,TEP-261149,"3,195.00",13975.00
,,,,,
1651,3-Piece Set,1112210059TEP-2611814,TEP-2611814,"2,195.00",7975.00
,,,,,
1652,3-Piece Set,1112210059TEP-2611812,TEP-2611812,"2,195.00",7975.00
,,,,,
1653,3-Piece Set,1112210059TEP-2611811,TEP-2611811,"2,195.00",7975.00
,,,,,
1654,3-Piece Set,1112210059TEP-261143,TEP-261143,"3,195.00",12975.00
,,,,,
1655,3-Piece Set,1112210059TEP-261133,TEP-261133,"3,295.00",11975.00
,,,,,
1656,3-Piece Set,1112210059TEP-261146,TEP-261146,"3,195.00",12975.00
,,,,,
1657,3-Piece Set,1112210059TEP-261156,TEP-261156,"2,795.00",10375.00
,,,,,
1658,3-Piece Set,1112210059TEP-2611113,TEP-2611113,"1,795.00",8975.00
,,,,,
1659,3-Piece Set,1112210059TEP-261132,TEP-261132,"3,295.00",16975.00
,,,,,
1660,3-Piece Set,1112210059TEP-261152,TEP-261152,"2,795.00",9875.00
,,,,,
1661,3-Piece Set,1112210059TEP-261142,TEP-261142,"3,195.00",12975.00
,,,,,
1662,3-Piece Set,1112210059TEP-261157,TEP-261157,"2,795.00",10375.00
,,,,,
1663,3-Piece Set,1112210059TEP-2611810,TEP-2611810,"2,195.00",7975.00
,,,,,
1664,3-Piece Set,1112210059TEP-2611111,TEP-2611111,"1,795.00",8975.00
,,,,,
1665,3-Piece Set,1112210059TEP-261187,TEP-261187,"2,195.00",8575.00
,,,,,
1666,3-Piece Set,1112210059TEP-261167,TEP-261167,"2,495.00",13875.00
,,,,,
1667,3-Piece Set,1112210059TEP-261165,TEP-261165,"2,495.00",10975.00
,,,,,
1668,3-Piece Set,1112210059TEP-261166,TEP-261166,"2,495.00",12975.00
,,,,,
1669,KURTY,1112020010TEP-261192,TEP-261192,"1,995.00",7575.00
,,,,,
1670,KURTY,1112020010TEP-261193,TEP-261193,"1,995.00",7575.00
,,,,,
1671,KURTY,1112020010TEP-261196,TEP-261196,"1,995.00",7575.00
,,,,,
1672,3-Piece Set,1111170059TEP-125,TEP-125,0,6885.00
,,,,,
1673,3-Piece Set,1111170059TEP-93,TEP-93,0,6375.00
,,,,,
1674,3-Piece Set,1112210059TEP-261136,TEP-261136,"3,295.00",16975.00
,,,,,
1675,3-Piece Set,1112210059TEP-261141,TEP-261141,"3,195.00",12975.00
,,,,,
1676,3-Piece Set,1112210059TEP-261188,TEP-261188,"2,195.00",9375.00
,,,,,
1677,3-Piece Set,1112210059TEP-261189,TEP-261189,"2,195.00",8575.00
,,,,,
1678,3-Piece Set,1112210059TEP-2611101,TEP-2611101,"1,895.00",7575.00
,,,,,
1679,3-Piece Set,1112210059TEP-261135,TEP-261135,"3,295.00",14975.00
1680,3-Piece Set,1112210059TEP-261138,TEP-261138,"3,295.00",16975.00
,,,,,
1681,3-Piece Set,1112210059TEP-261123,TEP-261123,"3,495.00",15975.00
,,,,,
1682,3-Piece Set,1112210059TEP-261173,TEP-261173,"2,295.00",9575.00
,,,,,
1683,3-Piece Set,1112210059TEP-261112,TEP-261112,"3,995.00",16975.00
,,,,,
1684,3-Piece Set,1112210059TEP-261144,TEP-261144,"3,195.00",12975.00
,,,,,
1685,3-Piece Set,1112210059TEP-261154,TEP-261154,"2,795.00",9875.00
,,,,,
1686,KURTY,1112020010TEP-261191,TEP-261191,"1,995.00",7575.00
,,,,,
1687,3-Piece Set,1108130059TEP-29,TEP-29,"2,495.00",9975.00
,,,,,
1688,KURTY,1108100010TEP-24,TEP-24,"2,495.00",9975.00
,,,,,
1689,KURTY,1108100010TEP-37,TEP-37,"1,495.00",5875.00
,,,,,
1690,3-Piece Set,1108100059TEP-514,TEP-514,"1,695.00",9975.00
,,,,,
1691,3-Piece Set,1108100059TEP-510,TEP-510,"1,695.00",9975.00
,,,,,
1692,3-Piece Set,1108100059TEP-511,TEP-511,"1,695.00",9975.00
,,,,,
1693,3-Piece Set,1108100059TEP-512,TEP-512,"1,695.00",9975.00
,,,,,
1694,3-Piece Set,1108100059TEP-513,TEP-513,"1,695.00",9975.00
,,,,,
1695,3-Piece Set,1108130059TEP-412,TEP-412,"1,595.00",6575.00
,,,,,
1696,3-Piece Set,1108130059TEP-515,TEP-515,"1,695.00",9975.00
,,,,,
1697,3-Piece Set,1108130059TEP-516,TEP-516,"1,695.00",9975.00
,,,,,
1698,3-Piece Set,1108130059TEP-85,TEP-85,"2,195.00",8775.00
,,,,,
1699,3-Piece Set,1108130059TEP-94,TEP-94,"2,995.00",9995.00
,,,,,
1700,KURTY,1107260010TEP-142,TEP-142,"2,295.00",8850.00
,,,,,
1701,KURTY,1107260010TEP-141,TEP-141,"2,295.00",8850.00
,,,,,
1702,3-Piece Set,1107260059TEP-55,TEP-55,"1,295.00",5975.00
,,,,,
1703,3-Piece Set,1107260059TEP-56,TEP-56,"1,295.00",5975.00
,,,,,
1704,3-Piece Set,1107260059TEP-91,TEP-91,"1,795.00",7675.00
,,,,,
1705,3-Piece Set,1107260059TEP-171,TEP-171,"2,995.00",9585.00
,,,,,
1706,3-Piece Set,1108110059TIM-8314,TIM-8314,"6,300.00",22675.00
,,,,,
1707,3-Piece Set,1201100059TIM-9512,TIM-9512,0,19975.00
,,,,,
1708,KURTY,1107130010TIM-9124,TIM-9124,"2,700.00",10875.00
,,,,,
1709,KURTY,1107130010TIM-9121,TIM-9121,"2,700.00",10875.00
,,,,,
1710,KURTY,1107130010TIM-9122,TIM-9122,"2,700.00",10875.00
,,,,,
1711,3-Piece Set,1107130059TIM-8312,TIM-8312,"6,300.00",22675.00
,,,,,
1712,3-Piece Set,1107130059TIM-932,TIM-932,"3,500.00",19975.00
,,,,,
1713,3-Piece Set,1108110059TIM-2,TIM-2,0,16975.00
,,,,,
1714,SKIRT,1110270022TIM-0000,TIM-0000,"5,000.00",19775.00
,,,,,
1715,KURTY,1107130010TIM-6912,TIM-6912,0,19975.00
,,,,,
1716,SKIRT,1110270022TIM-6911,TIM-6911,"7,000.00",19975.00
,,,,,
1717,SKIRT,1110270022TIM-958,TIM-958,"4,800.00",18775.00
,,,,,
1718,SKIRT,1110270022TIM-1,TIM-1,"2,700.00",12975.00
,,,Total :,,
,,,,,
,,,,,
,,,,,
1719,Sharee,11102700010BB-10,0BB-10,"5,495.00",18500.00
,,,,,
1720,Sharee,11102700010BB-9,0BB-9,"7,095.00",19975.00
,,,,,
1721,Sharee,11102700010BB-8,0BB-8,"4,395.00",13800.00
,,,,,
1722,Sharee,11102700010BB-383,0BB-383,"1,660.00",5500.00
,,,,,
1723,Sharee,11123100010BB-804,0BB-804,0,59475.00
,,,,,
1724,Sharee,11123100010BB-511,0BB-511,0,13950.00
,,,,,
1725,Sharee,11123100010BB-620,0BB-620,0,25895.00
1726,Sharee,11120800010BB-138,0BB-138,"7,495.00",27075.00
,,,,,
1727,Sharee,11120800010BB-614,0BB-614,"5,995.00",19875.00
,,,,,
1728,Sharee,11120800010BB-627,0BB-627,"6,795.00",22375.00
,,,,,
1729,Sharee,11120800010BB-122,0BB-122,"6,295.00",22700.00
,,,,,
1730,Sharee,11120800010BB-637,0BB-637,"3,195.00",11475.00
,,,,,
1731,Sharee,11120800010BB-810,0BB-810,"5,995.00",18985.00
,,,,,
1732,Sharee,11122100010BB-725,0BB-725,0,68925.00
,,,,,
1733,Sharee,11120800010BB-655,0BB-655,"3,295.00",10735.00
,,,,,
1734,Sharee,11120800010BB-334,0BB-334,"5,295.00",16685.00
,,,,,
1735,Sharee,11120800010BB-624,0BB-624,"5,995.00",19995.00
,,,,,
1736,Sharee,11120800010BB-292,0BB-292,"2,975.00",9500.00
,,,,,
1737,Sharee,11120800010BB-200,0BB-200,"3,445.00",11275.00
,,,,,
1738,Sharee,11120100010BB-649,0BB-649,"2,795.00",9275.00
,,,,,
1739,Sharee,11113000010KT-6455,0KT-6455,0,41375.00
,,,,,
1740,Panjabi,1111180004AMI-1502,AMI-1502,0,11975.00
,,,,,
1741,Panjabi,1107110004AMI-1152,AMI-1152,"2,550.00",11375.00
,,,,,
1742,Panjabi,1107110004AMI-1154,AMI-1154,"2,550.00",11375.00
,,,,,
1743,Panjabi,1107110004AMI-1195,AMI-1195,"1,396.00",8375.00
,,,,,
1744,Panjabi,1107110004AMI-1183,AMI-1183,"1,280.00",7975.00
,,,,,
1745,Panjabi,1107110004AMI-1185,AMI-1185,"1,280.00",7975.00
,,,,,
1746,Panjabi,1107110004AMI-1186,AMI-1186,"1,280.00",7975.00
,,,,,
1747,Panjabi,1107110004AMI-1332,AMI-1332,"1,535.00",7975.00
,,,,,
1748,Panjabi,1107110004AMI-1333,AMI-1333,"1,535.00",7975.00
,,,,,
1749,Panjabi,1107110004AMI-1334,AMI-1334,"1,535.00",7975.00
,,,,,
1750,Panjabi,1107110004AMI-1335,AMI-1335,"1,535.00",7975.00
,,,,,
1751,Panjabi,1107110004AMI-1071,AMI-1071,"1,725.00",8575.00
,,,,,
1752,Panjabi,1107110004AMI-1073,AMI-1073,"1,725.00",8575.00
,,,,,
1753,Panjabi,1107110004AMI-1074,AMI-1074,"1,725.00",8575.00
,,,,,
1754,Panjabi,1107110004AMI-1075,AMI-1075,"1,725.00",8575.00
,,,,,
1755,Panjabi,1107110004AMI-1163,AMI-1163,"1,665.00",8875.00
,,,,,
1756,Panjabi,1107110004AMI-1165,AMI-1165,"1,665.00",8875.00
,,,,,
1757,Panjabi,1107110004AMI-1167,AMI-1167,"1,665.00",8875.00
,,,,,
1758,Panjabi,1107110004AMI-1151,AMI-1151,"2,550.00",11375.00
,,,,,
1759,Panjabi,1107110004AMI-1111,AMI-1111,"1,625.00",9995.00
,,,,,
1760,Panjabi,1107110004AMI-1112,AMI-1112,"1,625.00",9995.00
,,,,,
1761,Panjabi,1107110004AMI-1114,AMI-1114,"1,625.00",9995.00
,,,,,
1762,Panjabi,1107110004AMI-1115,AMI-1115,"1,625.00",9995.00
,,,,,
1763,Panjabi,1107110004AMI-1116,AMI-1116,"1,625.00",9995.00
,,,,,
1764,Panjabi,1107110004AMI-1119,AMI-1119,"1,625.00",9995.00
,,,,,
1765,Panjabi,1107110004AMI-11110,AMI-11110,"1,625.00",9995.00
,,,,,
1766,Panjabi,1107110004AMI-11111,AMI-11111,"1,625.00",9995.00
,,,,,
1767,Panjabi,1107110004AMI-11112,AMI-11112,"1,625.00",9995.00
,,,,,
1768,Panjabi,1107110004AMI-1271,AMI-1271,"1,570.00",9375.00
,,,,,
1769,Panjabi,1107110004AMI-1272,AMI-1272,"1,570.00",9375.00
,,,,,
1770,Panjabi,1107110004AMI-1273,AMI-1273,"1,570.00",9375.00
,,,,,
1771,Panjabi,1107110004AMI-1274,AMI-1274,"1,670.00",9375.00
,,,,,
1772,Panjabi,1107110004AMI-1275,AMI-1275,"1,670.00",9375.00
,,,,,
1773,Panjabi,1107110004AMI-1323,AMI-1323,"2,840.00",12995.00
1774,Panjabi,1107110004AMI-1193,AMI-1193,"1,396.00",8375.00
,,,,,
1775,Panjabi,1106130004AMI-1031,AMI-1031,"1,950.00",10875.00
,,,,,
1776,Panjabi,1106130004AMI-1032,AMI-1032,"1,950.00",10875.00
,,,,,
1777,Panjabi,1106130004AMI-1033,AMI-1033,"1,950.00",10875.00
,,,,,
1778,Panjabi,1106130004AMI-1034,AMI-1034,"1,950.00",10875.00
,,,,,
1779,Panjabi,1106130004AMI-1035,AMI-1035,"1,950.00",10875.00
,,,,,
1780,Panjabi,1106130004AMI-1036,AMI-1036,"1,950.00",10875.00
,,,,,
1781,Panjabi,1106130004AMI-1037,AMI-1037,"1,950.00",10875.00
,,,,,
1782,Panjabi,1106130004AMI-1038,AMI-1038,"1,950.00",10875.00
,,,,,
1783,Panjabi,1106130004AMI-1039,AMI-1039,"1,950.00",10875.00
,,,,,
1784,Panjabi,1106130004AMI-1021,AMI-1021,"2,550.00",11975.00
,,,,,
1785,Panjabi,1106130004AMI-1022,AMI-1022,"2,550.00",11975.00
,,,,,
1786,Panjabi,1106130004AMI-1023,AMI-1023,"2,550.00",11975.00
,,,,,
1787,Panjabi,1106130004AMI-1024,AMI-1024,"2,550.00",11975.00
,,,,,
1788,Panjabi,1106130004AMI-1025,AMI-1025,"2,550.00",11975.00
,,,,,
1789,Panjabi,1106130004AMI-1026,AMI-1026,"2,550.00",11975.00
,,,,,
1790,Panjabi,1106130004AMI-1027,AMI-1027,"2,550.00",11975.00
,,,,,
1791,Panjabi,1106130004AMI-1221,AMI-1221,"1,395.00",8975.00
,,,,,
1792,Panjabi,1106130004AMI-1222,AMI-1222,"1,395.00",8975.00
,,,,,
1793,Panjabi,1106130004AMI-1223,AMI-1223,"1,395.00",8975.00
,,,,,
1794,Panjabi,1106130004AMI-1225,AMI-1225,"1,395.00",8975.00
,,,,,
1795,Panjabi,1106130004AMI-1504,AMI-1504,"1,925.00",11975.00
,,,,,
1796,Panjabi,1106130004AMI-1056,AMI-1056,"1,925.00",11975.00
,,,,,
1797,Panjabi,1106130004AMI-1131,AMI-1131,"1,625.00",9999.00
,,,,,
1798,Panjabi,1106130004AMI-1132,AMI-1132,"1,625.00",9999.00
,,,,,
1799,Panjabi,1106130004AMI-1133,AMI-1133,"1,625.00",9999.00
,,,,,
1800,Panjabi,1106130004AMI-1134,AMI-1134,"1,625.00",9999.00
,,,,,
1801,Panjabi,1106130004AMI-1135,AMI-1135,"1,625.00",9999.00
,,,,,
1802,Panjabi,1106130004AMI-1136,AMI-1136,"1,625.00",9999.00
,,,,,
1803,Panjabi,1106130004AMI-1012,AMI-1012,"2,525.00",9875.00
,,,,,
1804,Panjabi,1106130004AMI-1013,AMI-1013,"2,525.00",9875.00
,,,,,
1805,Panjabi,1106130004AMI-1015,AMI-1015,"2,525.00",9875.00
,,,,,
1806,Panjabi,1106130004AMI-1211,AMI-1211,"1,495.00",8975.00
,,,,,
1807,Panjabi,1106130004AMI-1216,AMI-1216,"1,495.00",8975.00
,,,,,
1808,Sharee,1106140001BBY-2305677,BBY-2305677,"12,395.00",35875.00
,,,,,
1809,Sharee,1106140001BBY-23052,BBY-23052,"7,295.00",22875.00
,,,,,
1810,Sharee,1106140001BBY-23053,BBY-23053,"4,995.00",16875.00
,,,,,
1811,Sharee,1106140001BBY-23055,BBY-23055,"4,995.00",18875.00
,,,,,
1812,Sharee,1106140001BBY-23057,BBY-23057,"5,995.00",19975.00
,,,,,
1813,Sharee,1106140001BBY-2305131,BBY-2305131,"10,295.00",28775.00
,,,,,
1814,Sharee,1011120001BBY-3244,BBY-3244,"282,952.00",25785.00
,,,,,
1815,Sharee,1011120001BBY-3238,BBY-3238,"2,106,952.00",32985.00
,,,,,
1816,Sharee,1011120001BBY-3241,BBY-3241,"239,952.00",14075.00
,,,,,
1817,Sharee,1011120001BBY-3204,BBY-3204,"299,952.00",31875.00
,,,,,
1818,Sharee,1011120001BBY-3219,BBY-3219,"2,118,952.00",39175.00
,,,,,
1819,Sharee,1011120001BBY-3224,BBY-3224,"292,952.00",28785.00
,,,,,
1820,Sharee,1011120001BBY-3245,BBY-3245,"296,952.00",32895.00
,,,,,
1821,Sharee,1011120001BBY-3217,BBY-3217,"260,952.00",21175.00
1822,Sharee,1008100001BBY-3075,BBY-3075,"2,179,952.00",54785.00
,,,,,
1823,Sharee,1008100001BBY-3078,BBY-3078,"2,149,952.00",50290.00
,,,,,
1824,Sharee,1008100001BBY-3042,BBY-3042,"2,104,952.00",35450.00
,,,,,
1825,Sharee,1008100001BBY-3043,BBY-3043,"282,952.00",28180.00
,,,,,
1826,Sharee,1008100001BBY-3045,BBY-3045,"273,952.00",25250.00
,,,,,
1827,Sharee,1008100001BBY-3073,BBY-3073,"2,127,952.00",43050.00
,,,,,
1828,Sharee,1008100001BBY-3025,BBY-3025,"250,952.00",17650.00
,,,,,
1829,Sharee,1008100001BBY-3026,BBY-3026,"250,952.00",17650.00
,,,,,
1830,Sharee,1107310001BBY-3504,BBY-3504,"4,995.00",19875.00
,,,,,
1831,Sharee,1107310001BBY-3505,BBY-3505,"4,995.00",19875.00
,,,,,
1832,Sharee,1107310001BBY-3511,BBY-3511,"8,295.00",28995.00
,,,,,
1833,Sharee,1107310001BBY-3369,BBY-3369,"2,395.00",9595.00
,,,,,
1834,Sharee,1107310001BBY-3370,BBY-3370,"2,295.00",11375.00
,,,,,
1835,Sharee,1107310001BBY-3371,BBY-3371,"2,195.00",9595.00
,,,,,
1836,Sharee,1107310001BBY-3373,BBY-3373,"1,965.00",6995.00
,,,,,
1837,Sharee,1107310001BBY-3375,BBY-3375,"2,395.00",9595.00
,,,,,
1838,Sharee,1107310001BBY-3379,BBY-3379,"1,465.00",7375.00
,,,,,
1839,Sharee,1107310001BBY-3382,BBY-3382,"1,495.00",8375.00
,,,,,
1840,Sharee,1107310001BBY-3386,BBY-3386,"1,495.00",7375.00
,,,,,
1841,Sharee,1107310001BBY-3387,BBY-3387,"1,445.00",9595.00
,,,,,
1842,Sharee,1107310001BBY-3388,BBY-3388,"2,195.00",9575.00
,,,,,
1843,Sharee,1107310001BBY-3391,BBY-3391,"3,395.00",11145.00
,,,,,
1844,Sharee,1107310001BBY-3392,BBY-3392,"2,095.00",10775.00
,,,,,
1845,Sharee,1107310001BBY-3394,BBY-3394,"1,795.00",9575.00
,,,,,
1846,Sharee,1107310001BBY-3395,BBY-3395,"1,895.00",9575.00
,,,,,
1847,Sharee,1107310001BBY-3396,BBY-3396,"1,395.00",7575.00
,,,,,
1848,Sharee,1107310001BBY-3405,BBY-3405,"2,795.00",11275.00
,,,,,
1849,Sharee,1107310001BBY-3406,BBY-3406,"2,095.00",8875.00
,,,,,
1850,Sharee,1107310001BBY-3407,BBY-3407,"1,995.00",8375.00
,,,,,
1851,Sharee,1107310001BBY-3431,BBY-3431,"6,495.00",19995.00
,,,,,
1852,Sharee,1107310001BBY-3453,BBY-3453,"5,495.00",18995.00
,,,,,
1853,Sharee,1107310001BBY-3454,BBY-3454,"7,295.00",22885.00
,,,,,
1854,Sharee,1107310001BBY-3465,BBY-3465,"6,885.00",21655.00
,,,,,
1855,Sharee,1107310001BBY-3474,BBY-3474,"5,495.00",19875.00
,,,,,
1856,Sharee,1107310001BBY-3479,BBY-3479,"4,495.00",13995.00
,,,,,
1857,Sharee,1107310001BBY-3481,BBY-3481,"4,195.00",13585.00
,,,,,
1858,Sharee,1107310001BBY-3487,BBY-3487,"8,495.00",27985.00
,,,,,
1859,Sharee,1107310001BBY-3488,BBY-3488,"2,995.00",9985.00
,,,,,
1860,Sharee,1107310001BBY-3489,BBY-3489,"5,095.00",16285.00
,,,,,
1861,Sharee,1107310001BBY-3490,BBY-3490,"2,865.00",9595.00
,,,,,
1862,Sharee,1107310001BBY-3491,BBY-3491,"2,865.00",9595.00
,,,,,
1863,Sharee,1107310001BBY-3492,BBY-3492,"2,865.00",9595.00
,,,,,
1864,Sharee,1107310001BBY-3494,BBY-3494,"2,995.00",9985.00
,,,,,
1865,Sharee,1105310001BBY-3184,BBY-3184,"5,995.00",22695.00
,,,,,
1866,Sharee,1011130001BBY-3285,BBY-3285,"256,952.00",19695.00
,,,,,
1867,Sharee,1011120001BBY-3215,BBY-3215,"285,952.00",27675.00
,,,,,
1868,Sharee,1011120001BBY-3247,BBY-3247,"2,110,952.00",37175.00
,,,,,
1869,Sharee,1011120001BBY-3210,BBY-3210,"2,110,952.00",37575.00
1870,Sharee,1011120001BBY-3209,BBY-3209,"271,952.00",24675.00
,,,,,
1871,Sharee,1011120001BBY-3240,BBY-3240,"260,952.00",21075.00
,,,,,
1872,Sharee,1011120001BBY-3232,BBY-3232,"292,952.00",28785.00
,,,,,
1873,Sharee,1011120001BBY-3216,BBY-3216,"245,952.00",14685.00
,,,,,
1874,Sharee,1011130001BBY-3208,BBY-3208,"274,952.00",25675.00
,,,,,
1875,Sharee,1107270001BBY-05072,BBY-05072,"3,895.00",12695.00
